est_type,Crude,X2.5.,X97.5.,Adjusted,X2.5..1,X97.5..1
iptw,-0.00150450734699545,-0.0022990853466805,-0.000709929347310401,-0.00152636021347184,-0.00231664426306906,-0.000736076163874626
