est_type,Crude,X2.5.,X97.5.,Adjusted,X2.5..1,X97.5..1
tmle,-0.00150450734699182,-0.00229908534667748,-0.000709929347306161,-0.00150839192141613,-0.00229715006045821,-0.000719633782374041
