est_type,Crude,X2.5.,X97.5.,Adjusted,X2.5..1,X97.5..1
gcomp,-0.00149494599005445,-0.00228952398978353,-0.000700367990325369,-0.000492465929574088,-0.0012813487658209,0.000296416906672727
