4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, NA, NA, NA, 0.00346621460
4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NA, NA, NA, NA, 0.10843717413
4, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, NA, NA, NA, NA, 0.00061751050
3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NA, NA, NA, NA, 0.14788211375
4, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, NA, NA, NA, NA, 0.09005167281
4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, NA, NA, NA, 0.00361767944
3, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, NA, NA, NA, NA, 0.10185427917
4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, NA, NA, NA, 0.00336717990
4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NA, NA, 2, NA, 0.00057673151
2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NA, NA, NA, NA, 0.09422860705
3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, NA, NA, NA, NA, 0.00455559633
2, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, NA, NA, NA, NA, 0.00182340365
2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, NA, NA, NA, NA, 0.06448324275
2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, NA, NA, 6, NA, 0.00012816256
2, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, NA, NA, NA, NA, 0.00391478355
2, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, NA, NA, NA, NA, 0.00041361552
5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NA, NA, NA, NA, 0.02481693144
5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, NA, NA, NA, 0.00247586757
5, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, NA, NA, NA, NA, 0.03172605836
5, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, NA, NA, NA, 0.00192826392
5, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, NA, NA, NA, NA, 0.00019806941
5, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, NA, NA, NA, 0.00216128675
3, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, NA, NA, 7, NA, 0.00034953425
3, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, NA, NA, NA, 0.00110685844
3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, NA, NA, NA, 0.00226614703
4, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, NA, NA, NA, NA, 0.00025049954
4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NA, NA, 3, NA, 0.00054177808
4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NA, NA, NA, 7, 0.00025632511
