4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, NA, NA, NA, 0.00329727305
4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NA, NA, NA, NA, 0.10770315222
4, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, NA, NA, NA, NA, 0.08863023355
3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NA, NA, NA, NA, 0.14685681330
4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, NA, NA, NA, 0.00350699360
3, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, NA, NA, NA, NA, 0.09788123991
4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, NA, NA, NA, 0.00323319177
3, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, NA, NA, NA, NA, 0.00139231141
2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NA, NA, NA, NA, 0.09609278969
2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, NA, NA, NA, NA, 0.06175687563
2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, NA, NA, 6, NA, 0.00013398813
2, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, NA, NA, NA, NA, 0.00042526667
5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NA, NA, NA, NA, 0.02498587299
5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, NA, NA, NA, 0.00242343744
5, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, NA, NA, NA, NA, 0.03179596521
5, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, NA, NA, NA, 0.00191078721
5, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, NA, NA, NA, NA, 0.00004077900
5, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, NA, NA, NA, 0.00214381004
3, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, NA, NA, 7, NA, 0.00032623196
3, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, NA, NA, NA, NA, 0.00022137169
3, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, NA, NA, NA, NA, 0.00089131233
3, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, NA, NA, NA, 0.00101364931
3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, NA, NA, NA, 0.00212633333
